word,spell,type,meaning
ข,,abbreviation,b.) — [indicating the second item in a list]; Mr. B.
abbreviation,[The second letter of the Thai alphabet],,
ข. ก็ประมาณหนึ่งเมตร,gaawF bpraL maanM neungL metH,example sentence,[We go] about one meter [of water].
ข. ก็ไม่มีใครชวนฉันนี่คะ,gaawF maiF meeM khraiM chuaanM chanR neeF khaH,example sentence,"Well, nobody invited me."
ข. ก็โอเคครับ,gaawF o:hM khaehM khrapH,example sentence,Not bad.
ข. กรุณาถือสายรอซักครู่นะครับ ,gaL rooH naaM theuuR saaiR raawM sakH khruuF naH khrapH,"example sentence, formal",Please hold for a moment.
ข. กำลังเดินไปที่สถานีรถไฟฟ้า,gamM langM deernM bpaiM theeF saL thaaR neeM rohtH faiM faaH,example sentence,I’m walking to the skytrain station.
ข. เขาคงไม่ได้แกล้งหรอกนะ,khaoR khohngM maiF daiF glaaengF raawkL naH,example sentence,I’m sure they didn’t mean to.
[ข.] เขาคิดค่าเช่ายังไงคะ,khaoR khitH khaaF chaoF yangM ngaiM khaH,example sentence,"[b.] ""How much is the rent?"
ข. เขาไม่มีหรอก,khaoR maiF meeM raawkL,example sentence,"Oh, no — he won’t have any."
ข. เขาไม่อยากไปที่ไหนหรอก นอกจากบ้านแฟน,khaoR maiF yaakL bpaiM theeF naiR raawkL naawkF jaakL baanF faaenM,example sentence,"B. He doesn’t want to go anywhere at all, except to his girlfriend’s house."
ข. คงต้องขออนุญาตคุณหมอก่อนนะคะ กรุณารอสักครู่ค่ะ,khohngM dtawngF khaawR aL nooH yaatF khoonM maawR gaawnL naH khaH gaL rooH naaM raawM sakL khruuF khaF,example sentence,I probably need to get the doctor’s permission first. Please wait a minute.
ข. คงไปไม่ได้หรอกเดือนหน้าฉันมีธุระต้องไปเยี่ยมญาติที่ต่างจังหวัด,khohngM bpaiM maiF daiF raawkL deuuanM naaF chanR meeM thooH raH dtawngF bpaiM yiiamF yaatF theeF dtaangL jangM watL,example sentence,I probably won’t be able to go. Next month I am busy; I have to go visit relatives out of town.
[ข.] ค่ะ มีอยู่หลายหลัง คุณต้องการแบบไหนคะชั้นเดียว สองชั้น หรือชั้นครึ่ง,khaF meeM yuuL laaiR langR khoonM dtawngF gaanM baaepL naiR khaH chanH diaaoM saawngR chanH reuuR chanH khreungF,example sentence,"[b.] ""Yes, I have several. What kind do you want: one story, two stories, or one and a half stories?"
[ข.] คุณชอบบ้านตึกหรือไม้ค่ะ,khoonM chaawpF baanF dteukL reuuR maaiH khaF,example sentence,"[b.] ""Do you want a masonry or a wooden house?"
ข. คุณเล่นอะไรได้บ้าง,khoonM lenF aL raiM daiF baangF,example sentence,B. What can you play?
[ข.] คุณสมศรีละค่ะ,khoonM sohmR seeR laH khaF,example sentence,"[b.] ""How about Somsri?"
ข. เครื่องนึงแค่ 500 บาท เธอจะคาดหวังอะไรมากมายล่ะ,khreuuangF neungM khaaeF baatL thuuhrM jaL khaatF wangR aL raiM maakF maaiM laF,example sentence,It costs only 500 baht. What do you expect?
ข. งั้น ฉันก็ไม่ไปเหมือนกัน ไว้วันไหนว่างค่อยไปพร้อมกันแล้วกันนะ,nganH chanR gaawF maiF bpaiM meuuanR ganM waiH wanM naiR waangF khaawyF bpaiM phraawmH ganM laaeoH ganM naH,example sentence,"In that case, I won’t go either. Let’s go when you are free."
[ข.] งั้นทานเสร็จแล้ว ถ้าเรามีเวลาพอ ไปเยี่ยมเขาสักหน่อย,nganH thaanM setL laaeoH thaaF raoM meeM waehM laaM phaawM bpaiM yiiamF khaoR sakL naawyL,example sentence,"[b.] ""Then, after we have eaten, if we have time let's go visit her for a while."
ข. งั้น เราก็ควรหมั่นทำความดี เผื่อชาติหน้าจะได้เกิดมารวย ๆ กับเขาบ้าง,nganH raoM gaawF khuaanM manL thamM khwaamM deeM pheuuaL chaatF naaF jaL daiF geertL maaM ruayM ruayM gapL khaoR baangF,example sentence,"Thus, we should strive to do good so that in the next life we might be born rich as others (may be)."
ข. จริงซิเออ ฉันลืมซะสนิท,jingM siH uuhrM chanR leuumM saH saL nitL,example sentence,"Oh, that’s right! I had completely forgotten!"
[ข.] จริงนะ ปลอดภัยกว่าด้วย ไม่ต้องกลัวขโมย,jingM naH bplaawtL phaiM gwaaL duayF maiF dtawngF gluaaM khaL mooyM,example sentence,"[b.] ""Right. It's safer too. You don't have to be afraid of thieves."
ข. ฉันจะไปกับใครก็ได้,chanR jaL bpaiM gapL khraiM gaawF daiF,example sentence,B. I would [be willing to] go with anyone.
ข. ฉันจะพูดอะไร ก็เรื่องของฉัน,chanR jaL phuutF aL raiM gaawF reuuangF khaawngR chanR,example sentence,B. Whatever I said is my business.
ข. ฉันตื่นเมื่อไร ฉันก็ไปทำงานเมื่อนั้น,chanR dteuunL meuuaF raiM chanR gaawF bpaiM thamM ngaanM meuuaF nanH,example sentence,B. Whenever I wake up I will go to work.
